"","X.","Name","Symbol","Market.Cap","Price","Circulating.Supply","Volume..24h.","X..1h","X..24h","X..7d","url","done"
"1278",1278,"PLACO
PlayerCoin","PLACO","$41,683","$0.001187","35,120,000","Low Vol","0.66%","10.88%","26.12%","https://coinmarketcap.com/currencies/playercoin/historical-data/?start=20000101&end=21000101",FALSE
"1279",1279,"OFF
Cthulhu Offer...","OFF","$41,519","$0.015825","2,623,678","Low Vol","0.67%","5.57%","3.42%","https://coinmarketcap.com/currencies/cthulhu-offerings/historical-data/?start=20000101&end=21000101",FALSE
"1280",1280,"GBC
GBCGoldCoin","GBC","$40,300","$0.003547","11,361,817","Low Vol","0.02%","-0.17%","38.99%","https://coinmarketcap.com/currencies/gbcgoldcoin/historical-data/?start=20000101&end=21000101",FALSE
"1281",1281,"ITZ
Interzone","ITZ","$40,132","$0.015133","2,652,019","Low Vol","0.66%","7.13%","-45.56%","https://coinmarketcap.com/currencies/interzone/historical-data/?start=20000101&end=21000101",FALSE
"1282",1282,"KNC
KingN Coin","KNC","$39,741","$19.78","2,009
*","Low Vol","0.66%","?","-19.53%","https://coinmarketcap.com/currencies/kingn-coin/historical-data/?start=20000101&end=21000101",FALSE
"1283",1283,"GEERT
GeertCoin","GEERT","$39,526","$0.007764","5,091,200","Low Vol","1.05%","-11.00%","-15.12%","https://coinmarketcap.com/currencies/geertcoin/historical-data/?start=20000101&end=21000101",FALSE
"1284",1284,"LIR
LetItRide","LIR","$36,733","$0.000989","37,139,064
*","Low Vol","0.66%","1.61%","-12.82%","https://coinmarketcap.com/currencies/letitride/historical-data/?start=20000101&end=21000101",FALSE
"1285",1285,"RSGP
RSGPcoin","RSGP","$36,124","$20.87","1,731
*","Low Vol","0.66%","1.53%","9.81%","https://coinmarketcap.com/currencies/rsgpcoin/historical-data/?start=20000101&end=21000101",FALSE
"1286",1286,"LTCR
Litecred","LTCR","$35,707","$0.001181","30,227,750","Low Vol","?","1.13%","-16.70%","https://coinmarketcap.com/currencies/litecred/historical-data/?start=20000101&end=21000101",FALSE
"1287",1287,"VEC2
VectorAI","VEC2","$35,551","$0.002062","17,236,832","Low Vol","?","0.90%","-9.11%","https://coinmarketcap.com/currencies/vector/historical-data/?start=20000101&end=21000101",FALSE
"1288",1288,"BOAT
BOAT","BOAT","$33,021","$0.001780","18,547,845","Low Vol","0.66%","-20.48%","-24.00%","https://coinmarketcap.com/currencies/doubloon/historical-data/?start=20000101&end=21000101",FALSE
"1289",1289,"IMPS
ImpulseCoin","IMPS","$32,038","$0.001582","20,245,510","Low Vol","0.66%","?","-1.54%","https://coinmarketcap.com/currencies/impulsecoin/historical-data/?start=20000101&end=21000101",FALSE
"1290",1290,"OS76
OsmiumCoin","OS76","$31,567","$0.035309","894,026","Low Vol","0.66%","-0.35%","23.25%","https://coinmarketcap.com/currencies/osmiumcoin/historical-data/?start=20000101&end=21000101",FALSE
"1291",1291,"JOBS
JobsCoin","JOBS","$31,458","$0.000297","106,019,270","Low Vol","0.66%","-23.80%","56.92%","https://coinmarketcap.com/currencies/jobscoin/historical-data/?start=20000101&end=21000101",FALSE
"1292",1292,"ICON
Iconic","ICON","$31,122","$0.052491","592,894
*","Low Vol","-0.08%","-13.66%","-19.95%","https://coinmarketcap.com/currencies/iconic/historical-data/?start=20000101&end=21000101",FALSE
"1293",1293,"TAGR
TAGRcoin","TAGR","$30,597","$0.000791","38,669,634
*","Low Vol","0.67%","-9.68%","-16.31%","https://coinmarketcap.com/currencies/tagrcoin/historical-data/?start=20000101&end=21000101",FALSE
"1294",1294,"ZNE
Zonecoin","ZNE","$29,878","$0.011572","2,581,970","Low Vol","0.66%","-0.93%","-7.28%","https://coinmarketcap.com/currencies/zonecoin/historical-data/?start=20000101&end=21000101",FALSE
"1295",1295,"DES
Destiny","DES","$29,764","$0.018602","1,600,000","Low Vol","?","?","-1.61%","https://coinmarketcap.com/currencies/destiny/historical-data/?start=20000101&end=21000101",FALSE
"1296",1296,"CWXT
CryptoWorldX ...","CWXT","$29,516","$0.000495","59,630,200
*","Low Vol","?","1.70%","4.71%","https://coinmarketcap.com/currencies/cryptoworldx-token/historical-data/?start=20000101&end=21000101",FALSE
"1297",1297,"WBB
Wild Beast Block","WBB","$29,274","$0.160919","181,919","Low Vol","0.67%","-3.65%","-5.61%","https://coinmarketcap.com/currencies/wild-beast-block/historical-data/?start=20000101&end=21000101",FALSE
"1298",1298,"PLNC
PLNcoin","PLNC","$28,734","$0.001681","17,089,600","Low Vol","6.95%","7.96%","18.55%","https://coinmarketcap.com/currencies/plncoin/historical-data/?start=20000101&end=21000101",FALSE
"1299",1299,"CRDNC
Credence Coin","CRDNC","$27,455","$0.008011","3,427,006
*","Low Vol","0.66%","-6.81%","-25.28%","https://coinmarketcap.com/currencies/credence-coin/historical-data/?start=20000101&end=21000101",FALSE
"1300",1300,"TOR
Torcoin","TOR","$24,673","$0.078036","316,179","Low Vol","0.67%","?","6.17%","https://coinmarketcap.com/currencies/torcoin-tor/historical-data/?start=20000101&end=21000101",FALSE
"1301",1301,"PEX
PosEx","PEX","$24,264","$0.009891","2,453,240","Low Vol","0.09%","-2.30%","3.58%","https://coinmarketcap.com/currencies/posex/historical-data/?start=20000101&end=21000101",FALSE
"1302",1302,"DOLLAR
Dollar Online","DOLLAR","$23,633","$0.031353","753,776","Low Vol","0.66%","1.64%","12.09%","https://coinmarketcap.com/currencies/dollar-online/historical-data/?start=20000101&end=21000101",FALSE
"1303",1303,"SDP
SydPak","SDP","$23,049","$0.143413","160,718
*","Low Vol","0.66%","1.61%","3.61%","https://coinmarketcap.com/currencies/sydpak/historical-data/?start=20000101&end=21000101",FALSE
"1304",1304,"SANDG
Save and Gain","SANDG","$22,299","$0.007276","3,064,800","Low Vol","-2.12%","5.28%","-6.46%","https://coinmarketcap.com/currencies/save-and-gain/historical-data/?start=20000101&end=21000101",FALSE
"1305",1305,"PRC
PRCoin","PRC","$22,084","$0.001061","20,822,200","Low Vol","?","?","12.69%","https://coinmarketcap.com/currencies/prcoin/historical-data/?start=20000101&end=21000101",FALSE
"1306",1306,"VOLT
Bitvolt","VOLT","$21,328","$0.001286","16,588,056
*","Low Vol","0.66%","1.61%","-13.38%","https://coinmarketcap.com/currencies/bitvolt/historical-data/?start=20000101&end=21000101",FALSE
"1307",1307,"ARGUS
Argus","ARGUS","$20,148","$0.017546","1,148,324","Low Vol","2.02%","4.72%","-5.39%","https://coinmarketcap.com/currencies/argus/historical-data/?start=20000101&end=21000101",FALSE
"1308",1308,"IBANK
iBank","IBANK","$17,907","$0.003956","4,526,324","Low Vol","0.66%","?","39.48%","https://coinmarketcap.com/currencies/ibank/historical-data/?start=20000101&end=21000101",FALSE
"1309",1309,"XRC
Rawcoin","XRC","$17,898","$0.025391","704,882","Low Vol","0.39%","2.29%","6.37%","https://coinmarketcap.com/currencies/rawcoin2/historical-data/?start=20000101&end=21000101",FALSE
"1310",1310,"P7C
P7Coin","P7C","$17,417","$0.000495","35,220,238","Low Vol","0.66%","27.01%","74.35%","https://coinmarketcap.com/currencies/p7coin/historical-data/?start=20000101&end=21000101",FALSE
"1311",1311,"BIOB
BioBar","BIOB","$16,558","$0.018693","885,756
*","Low Vol","0.66%","2.18%","2.98%","https://coinmarketcap.com/currencies/biobar/historical-data/?start=20000101&end=21000101",FALSE
"1312",1312,"ELS
Elysium","ELS","$14,260","$0.003561","4,005,012","Low Vol","0.66%","-1.52%","11.27%","https://coinmarketcap.com/currencies/elysium/historical-data/?start=20000101&end=21000101",FALSE
"1313",1313,"CREVA
CrevaCoin","CREVA","$10,798","$0.000297","36,390,750","Low Vol","-14.74%","-22.98%","-4.06%","https://coinmarketcap.com/currencies/crevacoin/historical-data/?start=20000101&end=21000101",FALSE
"1314",1314,"NODC
NodeCoin","NODC","$10,790","$0.006429","1,678,439","Low Vol","0.67%","7.78%","?","https://coinmarketcap.com/currencies/nodecoin/historical-data/?start=20000101&end=21000101",FALSE
"1315",1315,"SLFI
Selfiecoin","SLFI","$10,665","$0.000099","107,829,281","Low Vol","0.66%","?","?","https://coinmarketcap.com/currencies/selfiecoin/historical-data/?start=20000101&end=21000101",FALSE
"1316",1316,"SOCC
SocialCoin","SOCC","$10,547","$0.007616","1,384,879","Low Vol","0.67%","-3.27%","-6.34%","https://coinmarketcap.com/currencies/socialcoin-socc/historical-data/?start=20000101&end=21000101",FALSE
"1317",1317,"CONX
Concoin","CONX","$9,275","$0.012462","744,266","Low Vol","0.66%","2.42%","-12.71%","https://coinmarketcap.com/currencies/concoin/historical-data/?start=20000101&end=21000101",FALSE
"1318",1318,"VLTC
Vault Coin","VLTC","$9,016","$0.000297","30,385,540","Low Vol","0.67%","37.45%","57.63%","https://coinmarketcap.com/currencies/vault-coin/historical-data/?start=20000101&end=21000101",FALSE
"1319",1319,"GSR
GeyserCoin","GSR","$8,807","$0.187921","46,864","Low Vol","0.66%","2.14%","10.48%","https://coinmarketcap.com/currencies/geysercoin/historical-data/?start=20000101&end=21000101",FALSE
"1320",1320,"CTIC2
Coimatic 2.0","CTIC2","$6,692","$0.000495","13,532,750","Low Vol","0.66%","-27.40%","-21.98%","https://coinmarketcap.com/currencies/coimatic-2/historical-data/?start=20000101&end=21000101",FALSE
"1321",1321,"MGM
Magnum","MGM","$6,279","$0.001484","4,232,361","Low Vol","0.67%","15.51%","-1.48%","https://coinmarketcap.com/currencies/magnum/historical-data/?start=20000101&end=21000101",FALSE
"1322",1322,"LVPS
LevoPlus","LVPS","$3,422","$0.001667","2,052,712","Low Vol","?","0.73%","-14.57%","https://coinmarketcap.com/currencies/levoplus/historical-data/?start=20000101&end=21000101",FALSE
"1323",1323,"DGCS
Digital Credits","DGCS","$2,881","$0.000495","5,826,388","Low Vol","0.66%","27.05%","4.61%","https://coinmarketcap.com/currencies/digital-credits/historical-data/?start=20000101&end=21000101",FALSE
"1324",1324,"TSTR
Tristar Coin","TSTR","$1,989","$0.000396","5,027,857","Low Vol","0.67%","0.93%","-11.43%","https://coinmarketcap.com/currencies/tristar-coin/historical-data/?start=20000101&end=21000101",FALSE
"1325",1325,"PIZZA
PizzaCoin","PIZZA","$1,499","$0.001088","1,377,917","Low Vol","0.66%","-6.86%","-3.67%","https://coinmarketcap.com/currencies/pizzacoin/historical-data/?start=20000101&end=21000101",FALSE
"1326",1326,"CALC
CaliphCoin","CALC","$1,444","$0.000217","6,651,808","Low Vol","-19.16%","32.30%","-3.88%","https://coinmarketcap.com/currencies/caliphcoin/historical-data/?start=20000101&end=21000101",FALSE
"1327",1327,"FXE
FuturXe","FXE","$1,216","$0.005164","235,421
*","Low Vol","0.68%","-3.37%","-30.46%","https://coinmarketcap.com/currencies/futurexe/historical-data/?start=20000101&end=21000101",FALSE
"1328",1328,"EBT
Ebittree Coin","EBT","$1,001","$0.000791","1,264,511","Low Vol","0.67%","1.61%","5.09%","https://coinmarketcap.com/currencies/ebittree-coin/historical-data/?start=20000101&end=21000101",FALSE
"1329",1329,"CKUSD
CK USD","CKUSD","?","$0.973933","?
*","$170,651,000","1.72%","-0.19%","-1.33%","https://coinmarketcap.com/currencies/ckusd/historical-data/?start=20000101&end=21000101",FALSE
"1330",1330,"CAN
Content and A...","CAN","?","$0.042479","?
*","$53,940,100","3.99%","44.13%","145.97%","https://coinmarketcap.com/currencies/content-and-ad-network/historical-data/?start=20000101&end=21000101",FALSE
"1331",1331,"IPC
IPChain","IPC","?","$1.48","?
*","$33,806,800","4.12%","91.24%","191.86%","https://coinmarketcap.com/currencies/ipchain/historical-data/?start=20000101&end=21000101",FALSE
"1332",1332,"LRN
Loopring [NEO]","LRN","?","$3.12","?
*","$27,812,900","-0.24%","83.37%","?","https://coinmarketcap.com/currencies/loopring-neo/historical-data/?start=20000101&end=21000101",FALSE
"1333",1333,"CHAT
ChatCoin","CHAT","?","$0.163622","?
*","$22,435,600","-0.79%","-2.21%","21.72%","https://coinmarketcap.com/currencies/chatcoin/historical-data/?start=20000101&end=21000101",FALSE
"1334",1334,"PNT
Penta","PNT","?","$0.027268","?
*","$19,638,800","1.22%","14.10%","?","https://coinmarketcap.com/currencies/penta/historical-data/?start=20000101&end=21000101",FALSE
"1335",1335,"DAX
DAEX","DAX","?","$0.195167","?
*","$15,133,700","0.67%","2.07%","?","https://coinmarketcap.com/currencies/daex/historical-data/?start=20000101&end=21000101",FALSE
"1336",1336,"OC
OceanChain","OC","?","$0.009459","?
*","$12,021,300","2.10%","-6.50%","-20.61%","https://coinmarketcap.com/currencies/oceanchain/historical-data/?start=20000101&end=21000101",FALSE
"1337",1337,"KCASH
Kcash","KCASH","?","$0.176528","?
*","$10,343,500","3.86%","3.94%","12.67%","https://coinmarketcap.com/currencies/kcash/historical-data/?start=20000101&end=21000101",FALSE
"1338",1338,"TTT
TrustNote","TTT","?","$0.167654","?
*","$10,033,200","5.88%","21.65%","?","https://coinmarketcap.com/currencies/trustnote/historical-data/?start=20000101&end=21000101",FALSE
"1339",1339,"MOAC
MOAC","MOAC","?","$10.07","?
*","$9,848,180","0.31%","-1.82%","-8.74%","https://coinmarketcap.com/currencies/moac/historical-data/?start=20000101&end=21000101",FALSE
"1340",1340,"STC
StarChain","STC","?","$0.120791","?
*","$7,510,660","-4.69%","-6.92%","-7.56%","https://coinmarketcap.com/currencies/starchain/historical-data/?start=20000101&end=21000101",FALSE
"1341",1341,"EPC
Electronic PK...","EPC","?","$0.097443","?
*","$4,676,260","0.72%","0.27%","-6.64%","https://coinmarketcap.com/currencies/electronic-pk-chain/historical-data/?start=20000101&end=21000101",FALSE
"1342",1342,"TOPC
TopChain","TOPC","?","$0.060735","?
*","$4,437,070","1.93%","3.97%","60.38%","https://coinmarketcap.com/currencies/topchain/historical-data/?start=20000101&end=21000101",FALSE
"1343",1343,"ATMC
ATMCoin","ATMC","?","$2.82","?
*","$4,110,970","0.00%","0.07%","1.79%","https://coinmarketcap.com/currencies/atmcoin/historical-data/?start=20000101&end=21000101",FALSE
"1344",1344,"LBTC
Lightning Bit...","LBTC","?","$38.65","?","$4,021,060","8.30%","-35.73%","-41.08%","https://coinmarketcap.com/currencies/lightning-bitcoin/historical-data/?start=20000101&end=21000101",FALSE
"1345",1345,"MEET
CoinMeet","MEET","?","$0.088071","?
*","$3,690,480","0.40%","5.81%","24.65%","https://coinmarketcap.com/currencies/coinmeet/historical-data/?start=20000101&end=21000101",FALSE
"1346",1346,"DIG
Dignity","DIG","?","$0.271517","?
*","$3,617,960","9.37%","29.64%","292.29%","https://coinmarketcap.com/currencies/dignity/historical-data/?start=20000101&end=21000101",FALSE
"1347",1347,"RCT
RealChain","RCT","?","$0.063734","?
*","$3,499,560","2.79%","18.62%","35.21%","https://coinmarketcap.com/currencies/realchain/historical-data/?start=20000101&end=21000101",FALSE
"1348",1348,"HOT
Holo","HOT","?","$0.001862","?
*","$3,327,380","-0.52%","4.01%","?","https://coinmarketcap.com/currencies/holo/historical-data/?start=20000101&end=21000101",FALSE
"1349",1349,"AAC
Acute Angle C...","AAC","?","$0.119553","?
*","$3,234,900","0.01%","1.80%","-2.15%","https://coinmarketcap.com/currencies/acute-angle-cloud/historical-data/?start=20000101&end=21000101",FALSE
"1350",1350,"BCX
BitcoinX","BCX","?","$0.021095","?","$2,627,640","0.65%","-21.34%","-13.63%","https://coinmarketcap.com/currencies/bitcoinx/historical-data/?start=20000101&end=21000101",FALSE
"1351",1351,"SHOW
Show","SHOW","?","$0.004214","?
*","$2,506,430","-2.48%","13.48%","-0.10%","https://coinmarketcap.com/currencies/show/historical-data/?start=20000101&end=21000101",FALSE
"1352",1352,"MOF
Molecular Future","MOF","?","$0.492127","?
*","$2,192,400","0.82%","4.09%","35.48%","https://coinmarketcap.com/currencies/molecular-future/historical-data/?start=20000101&end=21000101",FALSE
"1353",1353,"NOAH
Noah Coin","NOAH","?","$0.009781","?
*","$2,067,450","0.39%","-1.53%","-4.63%","https://coinmarketcap.com/currencies/noah-coin/historical-data/?start=20000101&end=21000101",FALSE
"1354",1354,"XMC
Monero Classic","XMC","?","$10.94","?
*","$1,878,360","-1.33%","-3.88%","-26.51%","https://coinmarketcap.com/currencies/monero-classic/historical-data/?start=20000101&end=21000101",FALSE
"1355",1355,"AWR
AWARE","AWR","?","$0.036194","?
*","$1,838,200","-0.83%","1.43%","19.36%","https://coinmarketcap.com/currencies/aware/historical-data/?start=20000101&end=21000101",FALSE
"1356",1356,"IQT
iQuant","IQT","?","$0.106670","?
*","$1,721,770","0.69%","1.55%","22.03%","https://coinmarketcap.com/currencies/iquant/historical-data/?start=20000101&end=21000101",FALSE
"1357",1357,"EOSDAC
eosDAC","EOSDAC","?","$0.138925","?
*","$1,509,370","-0.71%","-11.62%","-2.92%","https://coinmarketcap.com/currencies/eosdac/historical-data/?start=20000101&end=21000101",FALSE
"1358",1358,"OF
OFCOIN","OF","?","$0.001648","?
*","$1,494,880","1.02%","6.01%","5.80%","https://coinmarketcap.com/currencies/ofcoin/historical-data/?start=20000101&end=21000101",FALSE
"1359",1359,"VIPS
Vipstar Coin","VIPS","?","$0.000692","?
*","$1,394,430","-10.31%","-27.50%","?","https://coinmarketcap.com/currencies/vipstar-coin/historical-data/?start=20000101&end=21000101",FALSE
"1360",1360,"NTK
Neurotoken","NTK","?","$0.464533","?
*","$1,364,710","-0.90%","-6.92%","-31.75%","https://coinmarketcap.com/currencies/neurotoken/historical-data/?start=20000101&end=21000101",FALSE
"1361",1361,"SSC
SelfSell","SSC","?","$0.085714","?
*","$1,315,350","1.18%","9.91%","34.89%","https://coinmarketcap.com/currencies/selfsell/historical-data/?start=20000101&end=21000101",FALSE
"1362",1362,"BSTN
BitStation","BSTN","?","$0.002617","?
*","$1,303,330","-0.12%","-7.91%","-14.64%","https://coinmarketcap.com/currencies/bitstation/historical-data/?start=20000101&end=21000101",FALSE
"1363",1363,"UBTC
United Bitcoin","UBTC","?","$16.07","?","$1,288,030","0.69%","6.33%","3.97%","https://coinmarketcap.com/currencies/united-bitcoin/historical-data/?start=20000101&end=21000101",FALSE
"1364",1364,"HLC
HalalChain","HLC","?","$0.208411","?
*","$1,210,290","-1.83%","-7.19%","23.25%","https://coinmarketcap.com/currencies/halalchain/historical-data/?start=20000101&end=21000101",FALSE
"1365",1365,"FIL
Filecoin [Fut...","FIL","?","$15.00","?","$1,159,580","0.84%","2.56%","1.46%","https://coinmarketcap.com/currencies/filecoin/historical-data/?start=20000101&end=21000101",FALSE
"1366",1366,"MAG
Maggie","MAG","?","$0.020362","?
*","$1,153,270","2.12%","5.09%","12.51%","https://coinmarketcap.com/currencies/maggie/historical-data/?start=20000101&end=21000101",FALSE
"1367",1367,"VLC
ValueChain","VLC","?","$0.105367","?
*","$1,068,580","1.00%","-10.68%","4.33%","https://coinmarketcap.com/currencies/valuechain/historical-data/?start=20000101&end=21000101",FALSE
"1368",1368,"SS
Sharder","SS","?","$0.094888","?
*","$1,023,610","0.85%","-9.99%","?","https://coinmarketcap.com/currencies/sharder/historical-data/?start=20000101&end=21000101",FALSE
"1369",1369,"LIGHT
LightChain","LIGHT","?","$0.001661","?
*","$988,731","1.34%","0.51%","8.23%","https://coinmarketcap.com/currencies/lightchain/historical-data/?start=20000101&end=21000101",FALSE
"1370",1370,"DRG
Dragon Coins","DRG","?","$0.727880","?
*","$982,867","-2.36%","-7.77%","-3.50%","https://coinmarketcap.com/currencies/dragon-coins/historical-data/?start=20000101&end=21000101",FALSE
"1371",1371,"SBTC
Super Bitcoin","SBTC","?","$20.90","?","$982,017","0.20%","2.32%","-15.39%","https://coinmarketcap.com/currencies/super-bitcoin/historical-data/?start=20000101&end=21000101",FALSE
"1372",1372,"FRGC
Fargocoin","FRGC","?","$8.92","?","$917,485","0.00%","0.92%","-0.06%","https://coinmarketcap.com/currencies/fargocoin/historical-data/?start=20000101&end=21000101",FALSE
"1373",1373,"WETH
WETH","WETH","?","$844.23","?
*","$911,444","2.54%","7.76%","21.19%","https://coinmarketcap.com/currencies/weth/historical-data/?start=20000101&end=21000101",FALSE
"1374",1374,"GEM
Gems","GEM","?","$0.023391","?
*","$894,254","0.10%","-3.32%","-6.99%","https://coinmarketcap.com/currencies/gems-protocol/historical-data/?start=20000101&end=21000101",FALSE
"1375",1375,"XUC
Exchange Union","XUC","?","$7.13","?
*","$740,520","1.93%","0.95%","2.92%","https://coinmarketcap.com/currencies/exchange-union/historical-data/?start=20000101&end=21000101",FALSE
"1376",1376,"XTZ
Tezos (Pre-La...","XTZ","?","$4.09","?
*","$725,007","0.64%","4.66%","10.81%","https://coinmarketcap.com/currencies/tezos/historical-data/?start=20000101&end=21000101",FALSE
"1377",1377,"SCC
StockChain","SCC","?","$0.063299","?
*","$713,800","0.33%","6.61%","5.91%","https://coinmarketcap.com/currencies/stockchain/historical-data/?start=20000101&end=21000101",FALSE
"1378",1378,"QUBE
Qube","QUBE","?","$0.043453","?
*","$644,591","1.21%","13.16%","12.62%","https://coinmarketcap.com/currencies/qube/historical-data/?start=20000101&end=21000101",FALSE
"1379",1379,"ADK
Aidos Kuneen","ADK","?","$30.66","?
*","$599,662","1.07%","0.16%","67.07%","https://coinmarketcap.com/currencies/aidos-kuneen/historical-data/?start=20000101&end=21000101",FALSE
"1380",1380,"KST
StarCoin","KST","?","$0.045615","?
*","$561,770","-2.00%","8.46%","-38.77%","https://coinmarketcap.com/currencies/starcointv/historical-data/?start=20000101&end=21000101",FALSE
"1381",1381,"ADI
Aditus","ADI","?","$0.018102","?
*","$536,147","1.09%","-1.91%","13.39%","https://coinmarketcap.com/currencies/aditus/historical-data/?start=20000101&end=21000101",FALSE
"1382",1382,"MITX
Morpheus Labs","MITX","?","$0.081771","?
*","$527,574","0.13%","-1.58%","?","https://coinmarketcap.com/currencies/morpheus-labs/historical-data/?start=20000101&end=21000101",FALSE
"1383",1383,"WC
WINCOIN","WC","?","$0.593532","?","$522,056","-1.49%","-7.82%","-18.99%","https://coinmarketcap.com/currencies/win-coin/historical-data/?start=20000101&end=21000101",FALSE
"1384",1384,"BCDN
BlockCDN","BCDN","?","$0.045174","?
*","$499,446","0.76%","0.98%","-4.24%","https://coinmarketcap.com/currencies/blockcdn/historical-data/?start=20000101&end=21000101",FALSE
"1385",1385,"BCI
Bitcoin Interest","BCI","?","$18.08","?","$481,907","3.42%","7.26%","?","https://coinmarketcap.com/currencies/bitcoin-interest/historical-data/?start=20000101&end=21000101",FALSE
"1386",1386,"FID
Fidelium","FID","?","$0.205245","?
*","$410,119","0.66%","-9.51%","-14.84%","https://coinmarketcap.com/currencies/fidelium/historical-data/?start=20000101&end=21000101",FALSE
"1387",1387,"MRK
MARK.SPACE","MRK","?","$0.104110","?
*","$386,196","0.81%","-0.60%","7.71%","https://coinmarketcap.com/currencies/mark-space/historical-data/?start=20000101&end=21000101",FALSE
"1388",1388,"CMS
COMSA [XEM]","CMS","?","$0.687440","?
*","$339,206","-0.47%","-1.30%","-0.18%","https://coinmarketcap.com/currencies/comsa-xem/historical-data/?start=20000101&end=21000101",FALSE
"1389",1389,"FAIR
FairGame","FAIR","?","$0.030836","?
*","$327,777","-1.43%","0.95%","-21.82%","https://coinmarketcap.com/currencies/fairgame/historical-data/?start=20000101&end=21000101",FALSE
"1390",1390,"READ
Read","READ","?","$0.025262","?
*","$325,176","2.34%","3.49%","8.06%","https://coinmarketcap.com/currencies/read/historical-data/?start=20000101&end=21000101",FALSE
"1391",1391,"CMS
COMSA [ETH]","CMS","?","$0.673545","?
*","$322,444","-0.25%","-0.65%","-0.23%","https://coinmarketcap.com/currencies/comsa-eth/historical-data/?start=20000101&end=21000101",FALSE
"1392",1392,"RBLX
Rublix","RBLX","?","$0.473232","?
*","$319,223","2.40%","-14.99%","?","https://coinmarketcap.com/currencies/rublix/historical-data/?start=20000101&end=21000101",FALSE
"1393",1393,"ATC
Arbitracoin","ATC","?","$0.105730","?
*","$284,513","-3.50%","-23.73%","-50.68%","https://coinmarketcap.com/currencies/arbitracoin/historical-data/?start=20000101&end=21000101",FALSE
"1394",1394,"IDT
InvestDigital","IDT","?","$0.070133","?
*","$269,182","0.31%","10.63%","36.06%","https://coinmarketcap.com/currencies/investdigital/historical-data/?start=20000101&end=21000101",FALSE
"1395",1395,"PLAN
Plancoin","PLAN","?","$0.264869","?","$249,436","1.12%","5.49%","?","https://coinmarketcap.com/currencies/plancoin/historical-data/?start=20000101&end=21000101",FALSE
"1396",1396,"XIN
Infinity Econ...","XIN","?","$0.013114","?
*","$235,868","0.53%","2.72%","2.91%","https://coinmarketcap.com/currencies/infinity-economics/historical-data/?start=20000101&end=21000101",FALSE
"1397",1397,"XMO
Monero Original","XMO","?","$10.47","?
 *","$231,044","-1.18%","-4.66%","-26.96%","https://coinmarketcap.com/currencies/monero-original/historical-data/?start=20000101&end=21000101",FALSE
"1398",1398,"CVH
Curriculum Vitae","CVH","?","$0.026836","?
*","$202,038","-3.52%","-30.60%","-15.32%","https://coinmarketcap.com/currencies/curriculum-vitae/historical-data/?start=20000101&end=21000101",FALSE
"1399",1399,"TNS
Transcodium","TNS","?","$0.133783","?
*","$185,754","4.60%","-3.07%","?","https://coinmarketcap.com/currencies/transcodium/historical-data/?start=20000101&end=21000101",FALSE
"1400",1400,"CMCT
Crowd Machine","CMCT","?","$0.101316","?
*","$183,460","0.59%","-11.36%","?","https://coinmarketcap.com/currencies/crowd-machine/historical-data/?start=20000101&end=21000101",FALSE
"1401",1401,"BBI
BelugaPay","BBI","?","$0.308693","?
*","$172,521","1.00%","-21.66%","-37.76%","https://coinmarketcap.com/currencies/belugapay/historical-data/?start=20000101&end=21000101",FALSE
"1402",1402,"HCC
Happy Creator...","HCC","?","$0.000099","?
*","$171,065","0.66%","?","?","https://coinmarketcap.com/currencies/happy-creator-coin/historical-data/?start=20000101&end=21000101",FALSE
"1403",1403,"PRS
PressOne","PRS","?","$0.343766","?
*","$167,411","-1.72%","-1.25%","-6.96%","https://coinmarketcap.com/currencies/pressone/historical-data/?start=20000101&end=21000101",FALSE
"1404",1404,"HYDRO
Hydrogen","HYDRO","?","$0.001950","?
*","$162,170","0.53%","-18.40%","?","https://coinmarketcap.com/currencies/hydrogen/historical-data/?start=20000101&end=21000101",FALSE
"1405",1405,"UIP
UnlimitedIP","UIP","?","$0.046621","?
*","$149,713","5.23%","9.72%","-4.55%","https://coinmarketcap.com/currencies/unlimitedip/historical-data/?start=20000101&end=21000101",FALSE
"1406",1406,"AMN
Amon","AMN","?","$0.055893","?
*","$148,786","1.24%","-13.92%","?","https://coinmarketcap.com/currencies/amon/historical-data/?start=20000101&end=21000101",FALSE
"1407",1407,"ECH
Etherecash","ECH","?","$0.188023","?
*","$142,373","0.66%","-29.64%","-36.45%","https://coinmarketcap.com/currencies/etherecash/historical-data/?start=20000101&end=21000101",FALSE
"1408",1408,"IFC
Infinitecoin","IFC","?","$0.000122","?","$142,064","-7.91%","31.27%","10.15%","https://coinmarketcap.com/currencies/infinitecoin/historical-data/?start=20000101&end=21000101",FALSE
"1409",1409,"BRM
BrahmaOS","BRM","?","$0.066768","?
*","$137,153","12.00%","-9.48%","-22.68%","https://coinmarketcap.com/currencies/brahmaos/historical-data/?start=20000101&end=21000101",FALSE
"1410",1410,"SWTC
Jingtum Tech","SWTC","?","$0.006069","?
*","$134,029","-1.34%","-2.00%","-9.82%","https://coinmarketcap.com/currencies/jingtum-tech/historical-data/?start=20000101&end=21000101",FALSE
"1411",1411,"BIG
 BigONE Token","BIG","?","$2.06","?
*","$133,467","-2.90%","0.48%","-3.26%","https://coinmarketcap.com/currencies/bigone-token/historical-data/?start=20000101&end=21000101",FALSE
